Sample ID,Date,Site name,Day,Month,Year,Time,Time rounded,Notes,Temperature (oC),pH,Gran alkalinity μeq/L,Suspended solids mg/L,Soluble reactive phosphorus (μg/L),Total dissolved phosphorus (μg/L),Total phosphorus (μg/L),Total reactive phosphorus (μg/l),Dissolved ammonium (NH4) (mg/l),Dissolved silicon (mg Si/L) ,Chlorophyll-a (μg/L),Dissolved fluoride (mg F/L),Dissolved chloride (mg Cl/L),Dissolved nitrite (mg NO2/L),Dissolved nitrate (NO3),Dissolved Nitrate-N (mg N/L),Dissolved sulphate (mg SO4/L),Total dissolved nitrogen (mg N/L),N check,Dissolved organic carbon (mg/L),Field pH,Conductivity,Eh,DO Temp,% DO,DO     mg/l,,Dissolved Al (ppm),Dissolved B (ppb),Dissolved Ca (ppm),Dissolved Fe (ug/l)),Dissolved K (mg/l),Dissolved Mg (mg/l),Dissolved Na (mg/l),Dissolved P (ppm),Dissolved S (ppm),Dissolved Si (ppm),Dissolved Mn (ug/l),Dissolved Zn (ug/l),Dissolved Cu (ug/l),,Total Na (mg/l),Total Ca (mg/l),Total Mg (mg/l),Total B (ug/l),Total Fe (ug/l),Total Mn (ug/l),Total Zn (ug/l),Total Cu (ug/l),Total Al (ug/l),,Mean daily flow (m3/s),,,FC analysis Date,Green_diatoms,Green_meso,Green meso 2,Green_pico,Crypto 1,Crypto 2,Crypto 3,Cyano1,Cyano2,Cyano3,Cyano4,,Diatoms,Chlorophytes,Crypto,Cyanobacteria,Total phytoplankton,% cyanobacteria
TC1,04/10/11,Thame at Wheatley,4,10,11,9:50,9:45,,16.3,7.70,4630,14.23,1560,1680,1756,,0.392,8.72,13.48,0.18,75.98,0.14,40.66,9.18,62.06,10.04,9.48,6.32,,,,,,,,10.0,93.0,109.1,19.3,15.4,4.9,62.5,,,,9.8,6.6,4.3,,60.6,108.6,4.9,93.3,224.4,16.9,5.0,5.4,194.0,,0.58,,,05/10/2011,2626,12371,1467,24823,572,115,19,111,1424,14,582,,2626,38661,707,2131,44125,5
TC1,11/10/11,Thame at Wheatley,11,10,11,9:35,9:30,,14.9,7.63,4347,13.29,1692,1760,1860,,0.360,9.23,5.99,0.17,81.47,0.18,42.80,9.66,78.14,12.04,9.94,5.38,,,,,,,,10.3,90.0,110.7,20.1,16.3,5.1,63.4,,,,8.7,12.0,3.2,,62.7,111.2,5.2,91.3,260.6,14.9,9.4,4.5,246.8,,0.64,,,12/10/2011,736,2405,534,7691,125,82,5,178,486,5,510,,736,10630,212,1178,12756,9
TC1,18/10/11,Thame at Wheatley,18,10,11,9:35,9:30,,10.8,7.71,4549,10.89,1400,1572,1644,,0.500,8.88,4.40,0.13,77.19,0.06,45.27,10.22,67.67,12.90,10.61,5.44,,,,,,,,9.5,85.4,108.8,22.1,16.0,5.0,64.1,,,,7.4,9.4,8.5,,64.5,111.3,5.0,88.5,234.6,11.9,8.8,4.8,248.7,,0.62,,,18/10/2011,856,3309,669,12077,173,53,5,82,856,0,486,,856,16055,231,1424,18566,8
TC1,25/10/11,Thame at Wheatley,25,10,11,9:45,9:45,,11.5,7.64,4427,7.87,1095,1300,1332,,0.324,8.23,3.53,0.15,74.18,0.00,38.08,8.60,69.91,9.86,8.85,4.99,,,,,,,,11.6,80.5,110.3,25.4,15.3,4.9,62.1,,,,7.5,10.4,4.0,,57.9,108.6,4.8,82.8,141.4,10.1,9.2,4.2,98.5,,0.69,,,26/10/2011,356,1775,404,7229,250,19,5,91,385,10,563,,356,9408,274,1049,11087,9
TC1,01/11/11,Thame at Wheatley,1,11,11,9:55,10:00,,13,7.64,3627,10.14,1080,1152,1244,,0.396,7.39,2.34,0.14,62.62,0.84,38.56,8.71,60.92,9.68,9.01,5.61,,,,,,,,19.1,78.6,96.0,30.5,13.7,4.4,51.0,,,,7.6,12.0,11.6,,49.5,93.6,4.4,79.6,271.6,11.7,9.4,4.2,320.3,,0.76,,,03/11/2011,375,1414,375,5488,63,48,0,19,255,5,188,,375,7277,111,467,8230,6
TC1,08/11/11,Thame at Wheatley,8,11,11,9:45,9:45,,11.2,7.54,3877,9.16,1108,1208,1280,,0.360,8.39,3.64,0.16,67.28,0.87,31.61,7.14,66.30,8.81,7.42,5.24,,,,,,,,10.2,91.9,99.5,30.8,14.0,4.7,50.9,,,,6.7,8.7,3.6,,50.1,100.2,4.8,83.9,232.3,10.8,10.3,4.6,266.8,,0.78,,,08/11/2011,240,822,221,2511,149,101,10,77,332,29,125,,240,3554,260,563,4617,12
TC1,15/11/11,Thame at Wheatley,15,11,11,9:50,9:45,,10.7,7.61,4395,9.11,1208,1252,1364,,0.400,9.39,1.78,0.15,72.01,0.13,41.35,9.34,70.07,10.55,9.65,6.76,,,,,,,,11.6,85.6,112.0,28.0,14.8,5.2,54.8,,,,8.2,9.1,7.4,,56.1,117.4,5.3,90.1,193.2,11.0,9.2,4.1,189.6,,0.74,,,15/11/2011,144,606,216,1861,58,24,10,58,260,0,38,,144,2684,91,356,3275,11
TC1,22/11/11,Thame at Wheatley,22,11,11,9:50,9:45,,9.4,7.68,4776,6.97,848,1168,1252,,0.488,9.45,1.15,0.19,76.74,0.55,42.42,9.58,80.33,10.27,9.96,5.99,,,,,,,,11.8,89.0,109.7,23.5,14.4,5.1,56.3,,,,4.1,8.9,2.8,,57.7,111.9,5.2,87.5,197.6,7.8,8.9,3.9,225.3,,0.71,,,22/11/2011,139,495,197,2107,135,72,10,48,221,5,72,,139,2799,216,346,3502,10
TC1,29/11/11,Thame at Wheatley,29,11,11,9:55,10:00,,8.7,7.84,4064,7.75,1024,1160,1216,,0.524,9.20,1.88,0.18,77.54,0.16,43.61,9.85,75.72,10.67,10.25,5.44,,,,,,,,10.1,87.3,115.3,25.4,14.4,5.2,58.5,,,,5.0,14.6,6.9,,59.2,113.3,5.3,85.2,201.5,8.2,9.8,5.0,255.5,,0.76,,,29/11/2011,144,515,183,2025,120,48,14,48,216,0,48,,144,2722,183,313,3362,9
TC1,06/12/11,Thame at Wheatley,6,12,11,10:00,10:00,,5,7.87,4531,6.18,1132,1212,1240,,0.368,8.61,1.09,0.19,79.44,0.10,49.20,11.11,74.16,14.00,11.39,4.82,,,,,,,,9.2,83.3,115.0,26.6,15.0,5.4,61.2,,,,7.3,9.2,5.9,,60.6,116.8,5.5,83.9,199.4,8.0,9.9,0.9,168.0,,0.78,,,07/12/2011,101,471,120,1986,48,29,10,14,159,0,19,,101,2578,87,192,2958,7
TC1,13/12/11,Thame at Wheatley,13,12,11,9:55,10:00,,5.8,7.81,3693,9.53,836,896,944,,0.252,7.46,1.61,0.18,92.95,0.11,46.62,10.53,77.08,12.90,10.72,4.97,,,,,,,,20.7,75.4,104.9,38.5,13.5,5.2,64.6,,,,5.2,11.6,6.3,,63.6,103.9,5.1,73.9,249.0,9.8,12.7,5.8,238.9,,1.81,,,14/12/2011,125,539,120,1462,82,106,5,43,255,38,29,,125,2121,192,366,2804,13
TC1,19/12/11,Thame at Wheatley,19,12,11,10:00,10:00,,3.3,7.74,3362,6.69,676,696,736,,0.183,6.48,1.35,0.24,82.97,0.14,39.04,8.82,82.61,9.54,8.95,7.62,,,,,,,,15.2,88.9,113.0,45.0,10.1,5.5,53.6,,,,5.2,8.8,4.5,,52.1,112.3,5.5,86.3,174.5,7.7,7.7,2.6,93.7,,1.67,,,20/12/2011,154,986,48,1082,53,14,0,34,168,24,34,,154,2116,67,260,2597,10
TC1,03/01/12,Thame at Wheatley,3,1,12,9:50,9:45,,8.1,7.85,3945,7.39,772,850,922,,0.276,7.30,1.64,0.24,75.18,0.07,41.23,9.31,91.77,10.01,9.52,6.68,,,,,,,,3.4,98.9,119.7,23.6,11.2,5.9,51.2,,,,6.1,10.9,2.8,,51.0,121.5,6.0,98.4,194.9,9.8,8.1,4.0,150.2,,1.50,,,04/01/2012,197,1150,154,2111,29,14,0,29,159,10,19,,197,3415,43,216,3872,6
TC1,10/01/12,Thame at Wheatley,10,1,12,9:40,9:45,,8.1,7.84,4334,7,544,552,604,,0.175,7.05,1.51,0.27,60.84,0.00,39.87,9.00,98.64,9.96,9.14,7.43,,,,,,,,3.9,95.7,130.5,22.8,11.1,6.1,46.7,,,,7.1,6.8,1.9,,46.2,132.6,6.3,97.6,164.0,8.9,7.6,2.9,127.5,,1.38,,,10/01/2012,212,875,82,2001,48,5,0,10,202,10,29,,212,2958,53,250,3473,7
TC1,16/01/12,Thame at Wheatley,16,1,12,10:20,10:15,,2.4,7.94,4441,4.84,746,780,826,,0.342,7.45,1.57,0.25,67.66,0.00,41.33,9.33,93.75,10.45,9.60,6.16,,,,,,,,5.2,100.9,125.4,24.8,9.7,6.3,41.7,,,,6.3,6.7,3.4,,41.7,129.8,6.5,100.2,168.3,8.9,6.0,3.5,94.4,,0.99,,,17/01/2012,183,952,77,2347,34,14,5,29,173,0,5,,183,3376,53,207,3819,5
TC1,24/01/12,Thame at Wheatley,24,1,12,10:00,10:00,,5.7,7.8,4210,16.23,836,870,1024,,0.588,6.76,3.14,0.21,91.80,0.06,44.95,10.15,84.83,11.58,10.60,5.97,,,,,,,,9.8,87.7,122.5,29.8,11.5,5.8,61.3,,,,8.1,16.1,3.0,,61.5,123.7,5.9,87.5,288.1,15.1,11.8,6.2,255.6,,1.27,,,25/01/2012,250,803,144,2833,53,139,5,43,313,19,96,,250,3780,197,471,4699,10
TC1,31/01/12,Thame at Wheatley,31,1,12,10:00,10:00,,4,7.82,4324,7.92,441,506,576,,0.406,6.04,0.91,0.29,66.43,0.10,42.91,9.69,110.92,10.42,10.00,7.5,,,,,,,,13.6,93.0,127.3,40.3,9.5,6.6,44.6,,,,5.4,6.2,4.7,,43.5,128.9,6.6,90.3,174.9,7.4,6.5,2.7,124.2,,1.50,,,31/01/2012,245,519,53,1765,53,19,0,48,207,10,19,,245,2338,72,284,2939,10
TC1,07/02/12,Thame at Wheatley,7,2,12,9:40,9:45,,2,7.85,4323,5.34,474,550,612,,0.495,6.39,1.81,0.24,95.17,0.12,45.13,10.19,100.38,11.86,10.57,5.02,,,,,,,,3.5,90.0,134.9,22.9,10.8,6.7,67.1,,,,7.9,7.0,2.6,,66.4,132.9,6.6,86.9,159.7,9.7,7.5,2.9,93.0,,1.37,,,07/02/2012,337,438,91,1505,43,43,0,10,149,29,14,,337,2035,87,202,2660,8
TC1,14/02/12,Thame at Wheatley,14,2,12,9:35,9:30,,2.5,NA,NA,NA,NA,506,570,,NA,5.94,NA,0.25,96.61,0.11,44.69,10.09,104.57,11.32,#VALUE!,5.62,,,,,,,,5.4,83.2,134.5,22.3,10.3,6.9,67.0,,,,8.4,6.5,2.7,,65.8,135.7,6.9,82.6,134.8,10.1,6.6,3.3,71.6,,1.47,,,,,,,,,,,,,,,,0,0,0,0,0,#DIV/0!
TC1,21/02/12,Thame at Wheatley,21,2,12,9:45,9:45,,5.1,7.96,4472,4.83,516,491,519,,NA,4.11,4.15,0.26,79.23,0.05,49.04,11.07,110.88,11.42,#VALUE!,5.91,,,,,,,,7.7,86.4,134.7,20.9,10.4,6.9,51.5,,,,6.2,7.9,2.1,,50.1,136.0,7.0,85.6,123.3,8.0,7.0,2.8,67.7,,1.26,,,21/02/2012,1097,620,77,2275,14,29,5,0,120,0,48,,1097,2972,48,168,4286,4
TC1,27/02/12,Thame at Wheatley,27,2,12,9:50,9:45,,8.6,8,4888,7.60,484,522,590,,0.294,2.51,17.87,0.24,81.23,0.00,39.85,9.00,103.26,9.23,9.22,6.67,,,,,,,,6.5,85.0,131.8,16.4,11.1,6.5,52.2,,,,5.9,8.1,2.5,,51.8,131.6,6.5,85.9,121.5,7.8,6.9,3.3,82.1,,1.10,,,28/02/2012,2520,1496,130,5175,38,53,0,19,135,5,558,,2520,6801,91,717,10129,7
TC1,06/03/12,Thame at Wheatley,6,3,12,9:50,9:45,Higher after rain,6.1,7.63,3690,34.06,383,390,580,,0.230,4.47,19.60,0.26,64.16,0.00,38.91,8.79,82.87,9.21,8.96,9.89,,,,,,,,45.6,73.0,103.2,71.5,9.4,5.4,41.2,,,,13.6,6.4,3.1,,40.5,105.3,5.5,74.4,685.7,35.0,10.7,5.8,392.0,,4.82,,,06/03/2012,2828,1866,404,8066,346,221,5,96,967,48,351,,2828,10336,572,1462,15199,10
TC1,13/03/12,Thame at Wheatley,13,3,12,9:45,9:45,,9.2,7.88,4671,7.32,419,464,516,,0.334,4.12,8.19,0.29,67.87,0.00,39.98,9.03,103.90,9.58,9.28,6.76,,,,,,,,14.1,89.9,135.1,22.8,10.1,6.9,45.6,,,,8.0,5.2,2.5,,44.2,137.6,7.0,90.5,181.3,11.1,6.3,3.8,160.7,,1.36,,,14/03/2012,1520,1823,293,7628,159,53,5,48,385,14,279,,1520,9745,216,726,12207,6
TC1,20/03/12,Thame at Wheatley,20,3,12,9:50,9:45,,8.7,7.94,4612,5.66,504,526,608,,0.390,3.18,5.97,0.24,67.93,0.02,38.60,8.72,93.50,10.27,9.02,7.00,,,,,,,,7.3,86.8,133.6,17.2,10.8,6.6,48.2,,,,8.4,5.4,2.3,,47.0,135.3,6.6,88.5,147.4,11.1,6.3,3.4,98.5,,1.08,,,21/03/2012,1111,2395,265,13496,168,29,0,38,500,10,77,,1111,16156,197,625,18090,3
TC1,27/03/12,Thame at Wheatley,27,3,12,9:30,9:30,,10.2,8.02,4752,7.17,508,556,610,,0.272,0.98,5.85,0.22,69.66,0.04,37.76,8.53,86.83,9.48,8.74,6.41,,,,,,,,6.7,87.1,125.9,16.7,11.5,6.0,48.5,,,,7.5,6.7,4.4,,50.5,129.1,6.1,87.9,205.8,11.7,7.1,3.7,206.9,,0.96,,,28/03/2012,1934,4574,1318,24727,120,24,0,24,616,10,418,,1934,30619,144,1068,33765,3
TC1,03/04/12,Thame at Wheatley,3,4,12,9:40,9:45,,10,8.03,4637,7.43,588,670,810,,0.302,1.46,11.79,0.19,72.22,0.00,38.60,8.72,87.07,8.98,8.95,6.89,,,,,,,,1.3,87.6,123.6,19.3,12.4,6.0,52.7,,,,6.9,6.3,9.1,,51.8,123.7,5.9,87.9,139.1,11.5,6.3,2.8,76.2,,0.90,,,,,,,,,,,,,,,,0,0,0,0,0,#DIV/0!
TC1,10/04/12,Thame at Wheatley,10,4,12,10:00,10:00,,9.9,7.88,4364,6.24,586,614,710 ,,0.322,1.87,8.51,0.18,87.63,0.00,36.71,8.29,83.98,9.56,8.54,6.71,,,,,,,,9.2,81.0,116.0,20.8,11.3,5.6,59.3,,,,7.0,5.9,2.2,,62.2,120.2,5.8,83.8,183.8,11.0,7.8,5.1,144.7,,1.44,,,11/04/2012,2059,2833,640,8436,197,168,0,38,207,5,491,,2059,11909,366,741,15074,5
TC1,17/04/12,Thame at Wheatley,17,4,12,9:55,10:00,,9.3,8.05,4295,6.28,608,596,650,,0.382,1.55,5.85,0.24,72.93,0.17,31.78,7.18,85.50,7.56,7.47,6.31,,,,,,,,5.1,82.7,114.9,16.3,11.1,5.7,50.4,,,,6.2,5.5,3.1,,51.8,121.9,5.8,86.0,136.4,9.5,6.8,4.4,107.7,,0.94,,,18/04/2012,976,1251,428,4997,43,48,0,24,178,0,356,,976,6676,91,558,8302,7
TC1,24/04/12,Thame at Wheatley,24,4,12,9:35,9:30,,9.9,7.78,4637,7.63,422,496,516,,0.206,3.54,8.15,0.29,57.89,0.05,28.84,6.51,89.15,7.20,6.67,7.88,,,,,,,,14.3,87.3,116.9,40.7,8.6,6.2,39.1,,,,6.6,5.0,2.8,,38.4,119.7,6.2,86.8,213.4,10.2,5.8,2.8,154.2,,2.11,,,24/04/2012,1438,1943,293,3607,149,96,10,111,640,19,404,,1438,5844,255,1174,8710,13
TC1,01/05/12,Thame at Wheatley,1,5,12,9:40,9:45,All sites in spate.Banks full.,11.8,7.42,3618,34.55,308,362,534,,0.236,6.35,7.13,0.28,27.94,0.00,21.90,4.95,54.98,4.90,5.13,12.84,,,,,,,,164.6,71.4,89.1,232.3,6.2,5.0,17.4,,,,14.5,7.3,8.5,,17.4,90.6,5.2,74.8,1096.6,25.5,9.4,7.5,1241.9,,21.88,,,02/05/2012,875,2491,1024,9884,351,159,10,101,4194,43,87,,875,13400,519,4425,19220,23
TC1,08/05/12,Thame at Wheatley,8,5,12,9:45,9:45,"Higher level, but lower than 01/05/12 and less turbid.",10.5,7.68,4892,23.67,286,328,374,,0.268,5.99,5.34,0.29,41.78,0.01,19.06,4.30,77.50,4.21,4.51,10.22,,,,,,,,18.3,86.9,129.2,56.8,6.2,6.0,25.3,,,,18.4,5.1,3.3,,26.1,132.7,6.1,88.5,279.7,22.7,5.5,4.4,228.1,,7.59,,,09/05/2012,712,2900,221,7628,255,82,0,274,2390,77,63,,712,10750,337,2804,14602,19
TC1,14/05/12,Thame at Wheatley,14,5,12,9:50,9:45,All sites higher after rain but less turbid than previous weeks.,12.1,7.79,5170,10.04,254,296,354,,0.065,5.23,10.53,0.35,37.78,0.00,17.36,3.92,74.24,3.93,3.97,11.64,,,,,,,,30.5,92.0,127.4,80.9,6.4,6.4,24.9,,,,20.1,4.5,3.8,,25.6,130.4,6.5,94.2,309.7,25.8,5.3,4.1,224.7,,5.39,,,15/05/2012,1515,10264,558,5882,428,82,24,226,3141,38,135,,1515,16704,534,3540,22293,16
TC1,22/05/12,Thame at Wheatley,22,5,12,9:50,9:45,Still elevated flow but less turbid,13.6,7.91,5186,8.19,381,482,499,,0.143,6.04,3.56,0.27,50.06,0.06,24.51,5.53,81.85,6.28,5.64,8.00,,,,,,,,4.0,90.6,139.6,19.8,8.0,6.2,32.4,,,,14.2,5.0,4.0,,32.2,140.2,6.2,90.6,203.4,19.0,4.7,3.3,119.1,,1.99,,,23/05/2012,813,8985,635,14299,481,77,14,58,6229,34,96,,813,23919,572,6416,31720,20
TC1,29/05/12,Thame at Wheatley,29,5,12,9:45,9:45,,19.5,7.9,4665,10.34,520,596,679,,0.230,5.18,29.14,0.23,53.90,0.00,22.54,5.09,78.32,5.56,5.27,7.40,,,,,,,,1.2,91.1,133.6,12.6,9.0,5.7,37.4,,,,10.9,8.5,3.1,,37.8,133.6,5.7,92.5,142.9,19.2,5.1,3.8,88.1,,0.97,,,30/05/2012,9206,27627,2540,52768,736,106,38,159,8201,67,255,,9206,82935,880,8682,101703,9
TC1,06/06/12,Thame at Wheatley,6,6,12,9:40,9:45,Higher after recent rain although not very turbid,13.7,7.63,3637,13.35,385,468,596,,0.220,6.02,5.99,0.22,39.00,0.09,20.25,4.57,62.36,4.75,4.74,9.98,,,,,,,,13.8,81.4,92.7,60.9,7.6,4.7,26.7,,,,10.6,5.7,3.2,,26.8,94.8,4.8,83.2,292.4,19.1,5.6,4.5,170.9,,4.01,,,07/06/2012,2530,5671,952,8730,168,87,5,303,3915,144,159,,2530,15353,260,4521,22664,20
TC1,12/06/12,Thame at Wheatley,12,6,12,9:44,9:45, Higher after rain,12.4,7.46,3205,34.33,276,350,494,,0.112,6.05,8.71,0.23,29.93,0.03,18.86,4.26,55.13,4.48,4.34,14.72,,,,,,,,242.3,84.5,87.3,342.7,7.4,4.9,20.6,,,,18.0,5.9,4.1,,20.6,88.8,5.0,87.5,1229.2,32.6,9.4,6.2,1367.0,,10.65,,,13/06/2012,803,1982,746,10856,111,207,5,111,1457,24,115,,803,13583,322,1707,16416,10
TC1,19/06/12,Thame at Wheatley,19,6,12,9:35,9:30,,16.5,7.61,4908,7.41,221,260,308,,0.096,6.04,33.03,0.25,32.42,0.08,6.12,1.38,59.49,2.07,1.46,15.54,,,,,,,,11.1,97.8,114.6,91.9,7.0,5.8,22.2,,,,22.2,5.5,3.8,,22.2,113.1,5.8,97.8,210.4,24.7,4.3,4.0,117.9,,8.85,,,21/06/2012,11702,26305,606,10129,726,149,14,43,1246,43,255,,11702,37040,890,1587,51219,3
TC1,25/06/12,Thame at Wheatley,25,6,12,9:40,9:45,,15.2,7.55,4136,18.81,301,360,427,,0.057,6.61,6.73,0.27,31.67,0.04,13.74,3.10,55.77,3.40,3.15,14.62,,,,,,,,127.8,97.5,108.3,234.3,7.4,5.5,21.7,,,,18.9,7.3,6.1,,22.1,107.7,5.6,99.3,751.5,29.8,15.6,2.2,678.5,,7.85,,,26/06/2012,1024,3352,601,6036,236,111,0,168,4045,34,240,,1024,9990,346,4488,15848,28
TC1,03/07/12,Thame at Wheatley,3,7,2012,9:40,9:45,,16.1,7.78,5635,8.82,445,501,567,,0.153,8.11,2.27,0.24,48.07,0.17,20.17,4.55,74.30,4.68,4.67,8.35,,,,,,,,7.2,103.1,136.3,45.3,8.4,6.2,33.1,,,,23.0,5.5,5.4,,32.7,137.5,6.1,104.8,273.7,31.0,5.8,3.8,114.5,,1.99,,,04/07/2012,428,2222,808,5041,48,48,5,111,1491,19,43,,428,8071,101,1664,10264,16
TC1,10/07/12,Thame at Wheatley,10,7,2012,9:25,9:30,River level high after rain,16.1,7.73,5079,14.35,344,404,480,,0.03,7.53,4.29,0.23,39.61,0.00,15.56,3.51,65.94,3.39,3.54,12.58,,,,,,,,26.1,98.1,119.3,100.0,7.9,5.9,27.1,,,,19.1,9.9,5.7,,27.0,122.4,5.9,100.8,427.8,32.6,7.7,4.0,204.1,,5.09,,,11/07/2012,928,2366,265,5815,168,67,10,183,3521,34,29,,928,8446,245,3766,13386,28
TC1,16/07/12,Thame at Wheatley,16,7,2012,9:40,9:45,High,16.1,7.69,4963,11.23,252,337,412,,0.042,8.12,4.60,0.30,25.02,0.02,5.20,1.17,44.08,2.01,1.21,19.20,,,,,,,,33.9,96.4,110.7,189.3,6.9,5.7,18.5,,,,15.9,4.8,2.3,,18.4,109.6,5.7,97.3,458.3,22.9,4.6,-1.0,241.6,,9.56,,,17/07/2012,491,606,317,2540,380,178,5,120,596,19,43,,491,3463,563,779,5296,15
TC1,24/07/12,Thame at Wheatley,24,7,12,9:40,9:45,,18,7.67,5677,9.09,353,460,540,,0.137,8.33,4.18,0.31,42.06,0.76,17.49,3.95,69.72,4.64,4.05,11.28,,,,,,,,22.3,107.9,134.6,46.2,7.9,6.4,28.4,,,,23.1,7.9,13.6,,28.4,137.7,6.4,105.1,300.7,33.8,6.6,9.5,110.8,,2.22,,,25/07/2012,956,5453,1053,14288,91,104,16,221,4414,19,45,,956,20794,212,4699,26661,18
TC1,31/07/12,Thame at Wheatley,31,7,12,9:30,9:30,,16.2,7.87,5380,9.96,488,551,630,,0.190,7.08,6.42,0.20,48.72,0.05,23.66,5.34,68.18,5.17,5.49,7.41,,,,,,,,12.3,94.6,126.9,19.2,8.4,5.6,34.0,,,,13.7,5.2,2.7,,33.3,127.3,5.6,91.5,204.9,22.1,5.4,6.6,144.1,,1.39,,,,,,,,,,,,,,,,0,0,0,0,0,#DIV/0!
TC1,07/08/12,Thame at Wheatley,7,8,12,9:25,9:30,ORP and pH unstable at first,16.4,7.77,4482,12.63,414,456,482,,0.148,7.45,4.1,0.19,46.03,0.02,22.07,4.98,66.50,4.82,5.10,7.72,,,,,,,,6.4,90.3,116.9,31.1,8.5,5.4,33.0,,,,14.3,15.5,2.4,,33.5,121.7,5.6,92.2,249.4,23.8,47.5,2.8,150.0,,1.52,,,08/08/2012,1087,6508,1650,35799,77,72,5,279,3771,14,67,,1087,43956,154,4132,49329,8
TC1,14/08/12,Thame at Wheatley,14,8,12,9:30,9:30,,18.2,7.64,5152,10.91,465,517,584,,0.122,7.78,7.83,0.18,54.18,0.06,28.25,6.38,75.80,7.05,6.47,6.64,,,,,,,,5.8,92.0,130.7,14.5,9.8,5.5,39.0,,,,13.3,6.8,1.7,,38.1,126.8,5.5,90.4,207.4,23.4,5.4,3.2,110.8,,0.87,,,14/08/2012,1313,7513,1145,32716,1251,635,34,322,4973,19,82,,1313,41374,1919,5397,50002,11
TC1,21/08/12,Thame at Wheatley,21,8,12,9:25,9:30,,18.9,7.72,4655,14.6,478,502,586,,0.173,8.03,7.74,0.18,50.08,0.07,23.38,5.28,70.08,5.56,5.41,9.00,,,,,,,,6.0,91.9,116.9,13.8,9.8,5.1,37.1,,,,16.0,6.9,4.7,,36.8,118.8,5.2,90.1,280.6,28.5,7.8,5.7,163.9,,0.75,,,22/08/2012,2838,6979,1404,34957,106,82,10,332,3223,29,58,,2838,43341,197,3641,50017,7
TC1,28/08/12,Thame at Wheatley,28,8,12,9:50,9:45,,16.8,7.98,4911,13.74,545,634,681,,0.127,8.34,8.58,0.15,57.30,0.07,33.26,7.51,66.06,8.55,7.61,6.65,,,,,,,,7.1,85.4,117.0,15.5,10.5,5.0,41.9,,,,11.1,8.9,2.8,,42.6,121.0,5.1,85.4,252.8,22.8,5.6,3.3,169.6,,0.75,,,29/08/2012,4059,20244,2939,60137,404,53,34,284,4338,72,63,,4059,83320,491,4757,92626,5
TC1,04/09/12,Thame at Wheatley,4,9,12,9:30,9:30,,16.1,7.82,4579,15.07,485,540,604,,0.128,7.80,5.56,0.18,48.82,0.06,26.31,5.94,73.35,6.12,6.04,6.79,,,,,,,,10.2,90.6,117.4,20.5,9.4,5.3,34.9,,,,12.4,6.5,2.9,,34.1,115.8,5.4,89.0,261.0,22.2,5.2,2.2,159.8,,0.85,,,04/09/2012,1462,6094,1044,15478,130,91,0,303,2775,91,82,,1462,22616,221,3251,27550,12
TC1,11/09/12,Thame at Wheatley,11,9,12,9:15,9:15,,15.7,7.96,4844,17.37,550,581,664,,0.179,7.95,15.83,0.18,62.60,0.06,30.27,6.83,79.24,7.28,6.97,8.11,,,,,,,,23.5,85.2,118.9,10.3,11.0,5.2,44.5,,,,11.1,31.9,6.0,,43.2,115.2,5.0,89.1,176.5,19.2,6.7,4.6,113.8,,0.67,,,12/09/2012,1871,98369,2035,56948,332,87,10,332,4132,101,135,,1871,157352,428,4699,164350,3
TC1,18/09/12,Thame at Wheatley,18,9,12,9:25,9:30,,14.5,7.94,4207,16.80,540,590,668,,0.153,7.64,9.75,0.17,59.51,0.07,32.80,7.41,71.16,8.09,7.52,6.43,,,,,,,,12.2,80.6,115.5,18.6,10.9,4.8,44.6,,,,10.4,6.1,3.0,,43.8,113.0,4.8,78.7,373.2,23.5,7.7,3.8,280.7,,0.70,,,19/09/2012,1890,36626,515,30965,231,67,19,250,4358,183,96,,1890,68106,317,4887,75201,6
TC1,24/09/12,Thame at Wheatley,24,9,12,9:35,9:30,Recent heavy rain not yet affecting sites 1-6,12.3,7.89,4161,25.35,505,584,674,,0.104,7.48,4.39,0.18,59.11,0.09,33.45,7.55,73.90,7.91,7.63,6.22,,,,,,,,13.9,73.3,107.4,19.6,10.7,4.6,41.9,,,,10.7,4.9,2.8,,42.0,109.4,4.6,72.2,442.9,28.6,8.8,4.8,282.8,,2.30,,,25/09/2012,798,10808,351,19422,207,58,5,279,3189,284,192,,798,30581,269,3944,35592,11
TC1,01/10/12,Thame at Wheatley,1,10,12,9:35,9:30,,12.7,7.87,4172,17.43,433,468,556,,0.150,7.14,4.28,0.27,47.17,0.08,43.37,9.79,82.25,9.96,9.91,10.42,,,,,,,,18.6,90.7,122.4,42.6,8.8,6.1,30.0,,,,10.9,5.0,3.0,,30.1,122.0,6.1,90.8,412.0,22.0,6.4,5.7,249.0,,1.29,,,03/10/2012,63,135,24,553,87,14,0,164,63,0,24,,63,712,101,250,1125,22
TC1,08/10/12,Thame at Wheatley,8,10,12,9:25,9:30, Higher after heavy rain,11.1,7.74,3695,33.14,308,368,396,,0.076,6.44,3.85,0.34,32.47,0.03,49.92,11.27,61.50,12.40,11.33,14.28,,,,,,,,49.4,84.0,110.8,96.4,7.3,5.8,19.5,,,,10.4,9.0,5.4,,18.9,109.1,5.6,83.4,598.5,32.4,7.3,5.3,281.0,,9.38,,,09/10/2012,500,1573,173,2434,164,149,14,173,2035,216,72,,500,4180,327,2496,7503,33
