Sample ID,Date,Site name,Day,Month,Year,Time,Time rounded,Notes,Temperature (oC),pH,Gran alkalinity μeq/L,Suspended solids mg/L,Soluble reactive phosphorus (μg/L),Total dissolved phosphorus (μg/L),Total phosphorus (μg/L),Total reactive phosphorus (μg/l),Dissolved ammonium (NH4) (mg/l),Dissolved silicon (mg Si/L) ,Chlorophyll-a (μg/L),Dissolved fluoride (mg F/L),Dissolved chloride (mg Cl/L),Dissolved nitrite (mg NO2/L),Dissolved nitrate (NO3),Dissolved Nitrate-N (mg N/L),Dissolved sulphate (mg SO4/L),Total dissolved nitrogen (mg N/L),N check,Dissolved organic carbon (mg/L),Field pH,Conductivity,Eh,DO Temp,% DO,DO     mg/l,,Dissolved Al (ppm),Dissolved B (ppb),Dissolved Ca (ppm),Dissolved Fe (ug/l)),Dissolved K (mg/l),Dissolved Mg (mg/l),Dissolved Na (mg/l),Dissolved P (ppm),Dissolved S (ppm),Dissolved Si (ppm),Dissolved Mn (ug/l),Dissolved Zn (ug/l),Dissolved Cu (ug/l),,Total Na (mg/l),Total Ca (mg/l),Total Mg (mg/l),Total B (ug/l),Total Fe (ug/l),Total Mn (ug/l),Total Zn (ug/l),Total Cu (ug/l),Total Al (ug/l),,Mean daily flow (m3/s),,,FC analysis Date,Green_diatoms,Green_meso,Green meso 2,Green_pico,Crypto 1,Crypto 2,Crypto 3,Cyano1,Cyano2,Cyano3,Cyano4,,Diatoms,Chlorophytes,Crypto,Cyanobacteria,Total phytoplankton,% cyanobacteria
TC1,1/8/18,Thame at Wheatley,8,1,18,9:20,9:15,Higher flow,2.5,7.8,4050,10.3,229,240,292,,0.093,6.63,1.27,0.37,45.99,0.82,52.09,11.76,77.61,12.26,11.83,9.92,7.81,801.1,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/01/2018,38,178,67,1433,48,10,10,240,77,0,0,,38,1679,67,317,2102,15
TC1,1/15/18,Thame at Wheatley,15,1,18,9:30,9:30,,6.7,7.95,3833,6.94,282,286,324,,0.038,6.93,0.67,0.24,58.36,0.74,50.71,11.45,88.67,11.4,11.48,7.14,7.78,890,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/01/2018,24,154,48,1688,10,19,34,313,125,14,5,,24,1890,63,457,2434,19
TC1,1/22/18,Thame at Wheatley,22,1,18,9:20,9:15,High flow and turbid,5.9,7.7,3051,67.41,221,221,398,,0.152,5.28,3.58,0.30,54.97,0.56,45.56,10.29,63.57,11.34,10.40,9.06,7.55,716.7,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/01/2018,178,827,366,4338,82,96,34,3699,673,67,10,,178,5531,212,4449,10370,43
TC1,1/29/18,Thame at Wheatley,29,1,18,9:20,9:15,,8.6,7.88,3867,11.97,211,299,298,,0.048,6.18,1.35,0.40,47.96,0.51,49.06,11.08,81.45,11.4,11.11,9.12,7.74,802.6,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30/01/2018,96,414,77,1554,24,29,19,625,168,5,5,,96,2044,72,803,3016,27
TC1,2/5/18,Thame at Wheatley,5,2,18,9:30,9:30,,4.7,7.97,4657,8,241,241,294,,0.046,6.24,0.9,0.19,63.59,0.40,50.77,11.46,87.60,12.46,11.50,6.1,7.67,905.8,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/02/2018,58,322,24,1741,14,10,19,279,125,5,5,,58,2087,43,414,2602,16
TC1,2/12/18,Thame at Wheatley,12,2,18,9:25,9:30,,4,7.92,4300,15.49,190,212,274,,0.04,5.43,2.29,0.33,57.99,0.11,48.65,10.98,82.95,11.36,11.01,9,7.91,834.9,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/02/2018,125,370,67,1861,38,34,19,1034,308,5,5,,125,2299,91,1352,3867,35
TC1,2/19/18,Thame at Wheatley,19,2,18,9:25,9:30,,6.4,7.88,4639,9.33,177,206,247,,0.028,5.37,2.31,0.34,53.59,0.00,47.49,10.72,84.60,11.34,10.74,8.08,7.88,849.1,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/02/2018,250,996,72,1919,19,14,29,572,178,5,19,,250,2987,63,774,4074,19
TC1,2/26/18,Thame at Wheatley,26,2,18,9:30,9:30,,2.3,7.97,5158,7.03,204,276,285,,0.042,5.31,1.78,0.34,56.53,0.42,50.52,11.41,90.11,12.36,11.44,6.08,7.77,909.1,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/02/2018,125,601,67,1775,38,5,29,515,144,0,5,,125,2443,72,664,3304,20
TC1,3/5/18,Thame at Wheatley,5,3,18,9:30,9:30,,4.1,7.8,4342,10.33,195,216,259,,0.292,5.41,4.01,0.19,86.93,0.06,46.93,10.60,87.30,11.6,10.82,7.44,7.45,974.1,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,06/03/2018,553,1178,58,2285,19,29,24,313,139,29,10,,553,3521,72,491,4637,11
TC1,3/12/18,Thame at Wheatley,12,3,18,9:35,9:30,High and Turbid,8.4,7.64,4067,38.13,203,216,350,,0.288,4.57,15.8,0.35,49.06,0.57,40.70,9.19,70.96,10.18,9.41,10.58,7.28,744.6,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13/03/2018,721,1395,313,2732,91,101,67,1616,558,10,38,,721,4439,260,2222,7643,29
TC1,3/19/18,Thame at Wheatley,19,3,18,9:50,9:45,,3.2,7.95,4784,10.8,166,216,251,,0.042,4.76,5.25,0.23,58.30,0.13,41.64,9.40,78.17,9.84,9.43,9,8.11,851.6,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20/03/2018,774,1481,87,3987,53,24,14,822,563,130,14,,774,5555,91,1530,7951,19
TC1,3/26/18,Thame at Wheatley,26,3,18,9:35,9:30,,8.1,7.94,4791,8.26,177,176,228,,0.025,4.05,10.67,0.22,69.13,0.11,42.50,9.60,83.62,10.1,9.61,7.21,7.87,903.1,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/03/2018,1813,2713,115,6157,96,34,29,457,1477,255,82,,1813,8985,159,2270,13227,17
TC1,4/3/18,Thame at Wheatley,3,4,18,9:20,9:15,High flow and turbid,9,7.59,3808,24.92,118,143,234,,0.109,4.16,5.68,0.32,32.34,0.11,26.96,6.09,51.56,7.13,6.17,10.91,7.39,594.7,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,#DIV/0!
TC1,4/9/18,Thame at Wheatley,9,4,18,12:45,12:45,Higher flow,10.2,7.82,4875,7.27,180,196,250,,0.248,4.22,13.66,0.34,46.79,0.78,32.67,7.38,74.00,7.88,7.57,7.86,7.67,809,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/04/2018,1186,1813,173,3396,697,185,29,955,1544,317,82,,1186,5382,911,2898,10377,28
TC1,4/16/18,Thame at Wheatley,16,4,18,10:15,10:15,,11.3,7.88,4133,11.91,166,179,217,,0.033,3.94,7.57,0.39,41.11,0.10,35.25,7.96,70.16,8.22,7.98,10.17,6.95,770,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/04/2018,442,1097,101,2564,366,82,34,164,2679,221,48,,442,3761,481,3112,7797,40
TC1,4/23/18,Thame at Wheatley,23,4,18,12:25,12:30,,14.6,7.94,4880,10.09,217,253,327,,0.029,3.61,23.86,0.30,51.92,0.21,36.27,8.19,74.88,8.38,8.21,6.96,7.81,836,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/04/2018,1390,2511,130,5185,1255,770,144,130,1530,423,356,,1390,7825,2169,2439,13823,18
TC1,4/30/18,Thame at Wheatley,30,4,18,12:20,12:15,,8.9,7.91,4323,9.53,260,270,321,,0.057,4.97,14.81,0.28,48.23,0.13,46.13,10.42,72.43,10.68,10.46,7.5,7.81,785.9,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/05/2018,996,1558,202,3285,452,130,24,106,1717,327,346,,996,5045,606,2496,9143,27
TC1,5/8/18,Thame at Wheatley,8,5,18,12:25,12:30,,17.5,8.16,4547,8.34,293,321,363,,0.034,2.61,11.9,0.24,54.80,0.04,38.95,8.80,76.68,9.44,8.82,6.79,7.89,825.3,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/05/2018,1097,2400,106,8205,1226,688,34,322,1092,356,120,,1097,10711,1948,1890,15646,12
TC1,5/14/18,Thame at Wheatley,14,5,18,13:00,13:00,,15.3,7.97,4595,5.66,381,380,415,,0.064,4.67,10.66,0.22,57.54,0.06,43.69,9.87,69.90,11.44,9.91,6.48,7.77,801,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/05/2018,553,2520,159,6623,798,370,24,125,447,29,221,,553,9302,1193,822,11871,7
TC1,5/21/18,Thame at Wheatley,21,5,18,12:50,12:45,,16.8,8.16,4378,6.21,532,594,624,,0.046,4.26,6.96,0.17,65.95,0.42,54.80,12.37,74.14,13.78,12.41,4.68,7.97,850.9,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/05/2018,255,1727,91,8153,928,500,19,87,293,19,135,,255,9971,1448,534,12207,4
TC1,5/29/18,Thame at Wheatley,29,5,18,12:25,12:30,,17.6,7.73,3889,6.48,420,454,536,,0.074,6.12,7.76,0.25,60.70,0.58,49.11,11.09,66.01,12.62,11.14,6.76,7.95,814.7,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30/05/2018,899,1462,183,4752,736,337,14,111,125,14,173,,899,6397,1087,423,8807,5
TC1,6/4/18,Thame at Wheatley,4,6,18,12:50,12:45,Higher flow,19.3,7.62,3452,6.87,338,414,440,,0.071,7.69,8.38,0.37,40.24,0.16,27.48,6.20,63.34,7.43,6.26,10.14,19.3,715.4,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05/06/2018,611,1140,87,3194,289,212,19,63,216,5,77,,611,4420,519,361,5911,6
TC1,6/11/18,Thame at Wheatley,11,6,18,12:35,12:30,,18.7,8.02,4841,4.78,582,656,706,,0.065,7.82,2.25,0.22,60.89,0.00,44.72,10.10,71.47,10.32,10.15,6.38,7.78,857.2,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/06/2018,226,721,43,6868,139,63,10,91,197,5,53,,226,7633,212,346,8417,4
TC1,6/18/18,Thame at Wheatley,18,6,18,16:40,16:45,,18,7.99,4358,5.63,431,456,474,,0.069,7.14,3.15,0.16,68.75,0.51,56.34,12.72,71.89,14.04,12.77,5.34,7.86,884.9,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19/06/2018,173,385,38,17979,115,82,5,197,207,0,38,,173,18402,202,442,19220,2
TC1,6/25/18,Thame at Wheatley,25,6,18,16:20,16:15,Taken from bridge,19.1,7.84,4388,5.67,384,376,414,,0.051,6.44,2.47,0.15,76.32,0.64,58.66,13.25,77.77,14.36,13.28,5.5,19.1,908.4,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/06/2018,135,601,24,19047,115,29,5,139,370,5,43,,135,19672,149,558,20514,3
TC1,7/2/18,Thame at Wheatley,2,7,18,12:45,12:45,,22,7.97,4136,6.22,910,952,1004,,0.035,6.52,2.22,0.12,86.52,0.08,64.62,14.59,80.81,15,14.61,6.32,21.9,931.3,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/07/2018,216,1505,72,19581,19,10,5,216,149,0,43,,216,21158,34,409,21817,2
TC1,7/9/18,Thame at Wheatley,9,7,18,12:25,12:30,,23,7.87,4072,10.11,1024,1060,1096,,0.045,7.08,1.87,0.12,89.35,0.09,67.54,15.25,79.51,15.58,15.28,6.8,8.03,939.9,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/07/2018,178,1101,48,13525,63,29,34,135,72,10,101,,178,14675,125,317,15295,2
TC1,7/16/18,Thame at Wheatley,16,7,18,12:40,12:45,,21.1,7.96,4078,5.19,888,974,1038,,0.039,7.25,1.35,0.12,88.82,0.08,61.73,13.94,77.79,15.2,13.96,5.68,8.02,933.8,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/07/2018,149,914,48,10384,72,34,0,168,29,10,87,,149,11346,106,293,11895,2
TC1,7/23/18,Thame at Wheatley,23,7,18,12:20,12:15,,22.5,7.77,4291,9.11,1056,1120,1128,,0.063,7.39,2.88,0.11,93.40,0.07,58.34,13.17,79.88,13.42,13.22,5.9,8.22,935.1,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25/07/2018,120,1751,24,20249,188,135,24,197,168,5,120,,120,22024,346,491,22981,2
TC1,7/30/18,Thame at Wheatley,30,7,18,10:10,10:15,,18.6,7.78,4331,5.41,1264,1312,1336,,0.041,7.72,3.1,0.09,89.11,0.03,72.32,16.33,73.73,17.74,16.36,5.84,7.69,950.1,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31/07/2018,192,2063,154,16103,53,14,38,476,101,10,164,,192,18320,106,750,19369,4
TC1,8/6/18,Thame at Wheatley,6,8,18,11:00,11:00,Volunteers sampling,,,,5.08,1288,1376,1432,,0.038,7.81,1.91,0.07,94.95,0.09,76.88,17.36,79.39,19.54,17.38,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/08/2018,207,861,29,10341,67,63,14,67,24,10,77,,207,11231,144,178,11760,2
TC1,8/13/18,Thame at Wheatley,13,8,18,8:15,8:15,Volunteers sampling, ,,,6.82,608,646,660,,0.014,7.85,3.21,0.07,96.39,0.06,61.57,13.90,78.52,14.92,13.91,6.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14/08/2018,212,587,38,5829,53,43,24,144,58,164,82,,212,6455,120,447,7234,6
TC1,8/20/18,Thame at Wheatley,20,8,18,, ,Volunteers sampling,,,,10.56,1420,1540,1544,,0.129,8.07,7.02,0.11,82.64,0.06,67.61,15.27,72.27,16.8,15.36,6.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21/08/2018,77,529,87,4574,34,19,19,289,43,0,38,,77,5190,72,370,5709,6
TC1,8/28/18,Thame at Wheatley,28,8,18,11:55,12:00,Volunteers sampling,,,,8.06,1128,1136,1256,,0.041,7.8,1.01,0.06,89.91,0.00,67.55,15.25,78.40,16.3,15.28,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29/08/2018,72,505,96,5041,10,19,24,606,34,10,43,,72,5642,53,693,6460,11
TC1,9/3/18,Thame at Wheatley,3,9,18,9:15,9:15,Volunteers sampling,,,,6.43,608,676,698,,0.015,6.95,1.7,0.08,86.36,0.00,57.27,12.93,73.48,13.32,12.94,5.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04/09/2018,197,510,72,5695,77,29,24,414,77,0,63,,197,6277,130,553,7157,8
TC1,9/10/18,Thame at Wheatley,10,9,18,,0:00,Volunteers sampling,,,,10.3,880,934,950,,0.012,6.56,2.59,0.05,97.20,0.00,70.81,15.99,81.15,15.54,15.99,6.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/09/2018,197,952,115,6758,87,14,24,159,58,0,58,,197,7825,125,274,8422,3
TC1,9/17/18,Thame at Wheatley,17,9,18,,0:00,Volunteers sampling,,,,15.07,622,690,786,,0.014,7.12,2.74,0.05,98.00,0.11,82.29,18.58,81.35,21.36,18.59,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18/09/2018,216,476,135,5796,72,63,19,558,67,24,111,,216,6407,154,760,7537,10
TC1,9/24/18,Thame at Wheatley,24,9,18,,14:15,Volunteers sampling,,,,6.61,768,848,884,,0.013,7.6,2.57,0.06,93.73,0.14,66.94,15.12,74.04,17.5,15.12,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,#DIV/0!
TC1,10/1/18,Thame at Wheatley,,,,,,Volunteers sampling,,,,12.81,586,648,740,,0.025,6.81,1.65,0.20,73.81,0.00,48.59,10.97,74.12,12.7,10.99,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03/10/2018,111,221,72,3405,82,101,19,2270,0,10,0,,111,3699,202,2280,6291,36
TC1,10/8/18,Thame at Wheatley,8,10,18,9:45,9:45,Volunteers sampling,,,,6.56,820,874,896,,0.018,7.74,1.87,0.06,91.22,0.00,69.20,15.63,83.35,16.5,15.63,6.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/10/2018,87,216,14,2410,34,34,19,274,10,10,87,,87,2641,87,380,3194,12
TC1,10/15/18,Thame at Wheatley,15,10,18,8:00,8:00,Volunteers sampling,,,,39.58,890,1064,1092,,0.05,7.03,1.78,0.19,79.51,0.17,58.42,13.19,72.02,14.24,13.23,6.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16/10/2018,48,255,48,1525,19,5,10,1154,58,14,19,,48,1828,34,1246,3155,39
TC1,10/22/18,Thame at Wheatley,22,10,18,,0:00,Volunteers sampling,,,,6.84,812,918,926,,0.095,8,0.94,0.23,71.81,0.04,46.46,10.49,91.83,11.72,10.56,7.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,#DIV/0!
TC1,10/29/18,Thame at Wheatley,29,10,18,,0:00,Volunteers sampling,,,,5.22,828,894,1000,,0.006,,0.54,0.07,87.15,0.00,61.78,13.95,90.70,15.32,13.95,8.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31/10/2018,19,72,5,890,14,14,53,125,14,0,10,,19,967,82,149,1217,12
