Sample ID,Date,Site name,Day,Month,Year,Time,Time rounded,Notes,Temperature (oC),pH,Gran alkalinity μeq/L,Suspended solids mg/L,Soluble reactive phosphorus (μg/L),Total dissolved phosphorus (μg/L),Total phosphorus (μg/L),Total reactive phosphorus (μg/l),Dissolved ammonium (NH4) (mg/l),Dissolved silicon (mg Si/L) ,Chlorophyll-a (μg/L),Dissolved fluoride (mg F/L),Dissolved chloride (mg Cl/L),Dissolved nitrite (mg NO2/L),Dissolved nitrate (NO3),Dissolved Nitrate-N (mg N/L),Dissolved sulphate (mg SO4/L),Total dissolved nitrogen (mg N/L),N check,Dissolved organic carbon (mg/L),Field pH,Conductivity,Eh,DO Temp,% DO,DO     mg/l,,Dissolved Al (ppm),Dissolved B (ppb),Dissolved Ca (ppm),Dissolved Fe (ug/l)),Dissolved K (mg/l),Dissolved Mg (mg/l),Dissolved Na (mg/l),Dissolved P (ppm),Dissolved S (ppm),Dissolved Si (ppm),Dissolved Mn (ug/l),Dissolved Zn (ug/l),Dissolved Cu (ug/l),,Total Na (mg/l),Total Ca (mg/l),Total Mg (mg/l),Total B (ug/l),Total Fe (ug/l),Total Mn (ug/l),Total Zn (ug/l),Total Cu (ug/l),Total Al (ug/l),,Mean daily flow (m3/s),,Site,Date,Green_diatoms,Green_meso,Green meso 2,Green_pico,Crypto 1,Crypto 2,Crypto 3,Cyano1,Cyano2,Cyano3,Cyano4,,,,,,,
TC3,20/10/14,Cherwell at Hampton Poyle,20,10,14,10:30,10:30,higher after rain,14.1,7.89,3855,16.02,210,210,259,,0.018,4.34,3.75,0.23,48.07,0.00,25.61,5.78,66.22,5.82,5.8,5.18,7.61,697.5,121,,,,,20.39,71.66,98.22,39.90,6.96,6.65,31.39,,,,5.94,4.34,2.73,,,,,,,,,,,,1.78,,Thames_PP_03,21/10/2014,529,1251,515,5724,34,19,0,58,1068,10,67,,,,,,,
TC3,27/10/14,Cherwell at Hampton Poyle,27,10,14,10:30,10:30,,12.4,7.88,4299,10.46,205,224,266,,0.016,4.28,1.82,0.23,57.78,0.00,27.91,6.30,69.06,6.71,6.3,5.03,7.89,765.1,228,,,,,18.86,82.03,106.05,30.39,7.23,7.07,37.94,,,,6.10,3.48,0.88,,,,,,,,,,,,1.41,,Thames_PP_03,28/10/2014,231,1010,303,5435,10,19,0,24,611,0,173,,,,,,,
TC3,04/11/14,Cherwell at Hampton Poyle,4,11,14,10:25,10:30,,10.8,7.95,4552,15.60,264,283,354,,0.033,4.41,2.24,0.23,65.75,0.06,22.24,5.02,66.90,5.56,5.0,5.39,7.74,813.2,136,,,,,-0.78,83.06,104.43,27.19,8.00,7.19,43.90,,,,5.88,3.67,1.84,,,,,,,,,,,,2.43,,Thames_PP_03,05/11/2014,293,895,250,3526,43,19,0,29,611,5,202,,,,,,,
TC3,10/11/14,Cherwell at Hampton Poyle,10,11,14,10:30,10:30,Higher after rain,9.2,7.84,3553,22.18,220,234,339,,0.036,4.06,1.53,0.25,53.11,0.00,34.61,7.81,58.03,7.84,7.8,6.34,7.65,677.1,139,,,,,nd,72.98,91.03,127.82,6.29,6.18,33.19,,,,5.35,4.39,3.51,,,,,,,,,,,,3.41,,Thames_PP_03,12/11/2014,250,702,221,2905,10,19,0,19,582,10,135,,,,,,,
TC3,18/11/14,Cherwell at Hampton Poyle,18,11,14,10:20,10:15,Higher after rain,9.3,7.93,3584,29.66,150,158,262,,0.038,4.43,2.21,0.32,36.87,0.42,33.39,7.54,61.32,8.31,7.6,6.84,7.67,688.4,108,,,,,nd,69.58,97.58,106.53,5.03,6.19,21.27,,,,4.92,3.67,0.91,,,,,,,,,,,,6.72,,Thames_PP_03,19/11/2014,260,630,221,2766,120,67,0,63,486,5,120,,,,,,,
TC3,24/11/14,Cherwell at Hampton Poyle,24,11,14,10:35,10:30,Higher flow,8.1,7.91,3578,23.65,155,170,261,,0.056,4.30,2.21,0.26,39.88,0.00,31.45,7.10,62.15,7.16,7.1,6.73,7.6,685.1,162,,,,,nd,71.46,97.37,63.53,4.89,6.14,24.42,,,,5.17,3.25,2.38,,,,,,,,,,,,7.07,,Thames_PP_03,26/11/2014,173,447,144,1833,101,135,0,63,154,0,29,,,,,,,
TC3,01/12/14,Cherwell at Hampton Poyle,1,12,14,10:35,10:30,,8.8,8.01,3425,12.90,120,145,179,,0.044,4.54,0.90, 0.25 , 35.97 ,0.00 , 32.81 ,7.41, 60.05 ,8.19,7.4,5.95,7.61,673.3,158,,,,,nd,58.20,101.44,53.17,4.44,6.12,21.18,,,,5.62,3.07,1.72,,,,,,,,,,,,4.81,,Thames_PP_03,02/12/2014,82,322,125,1332,24,10,0,14,135,5,53,,,,,,,
TC3,08/12/14,Cherwell at Hampton Poyle,8,12,14,10:35,10:30,,5.3,8.07,4372,6.04,138,154,181,,0.033,4.12,0.71,0.23,42.06,0.02,30.44,6.87,66.82,7.64,6.9,3.77,7.93,724.1,236,,,,,nd,72.99,116.22,25.53,5.10,6.88,26.52,,,,7.91,2.85,1.52,,,,,,,,,,,,3.03,,Thames_PP_03,09/12/2014,34,293,48,1491,5,10,0,5,106,0,38,,,,,,,
TC3,15/12/14,Cherwell at Hampton Poyle,15,12,14,10:40,10:45,,5.5,7.98,4036,10.6,149,154,186,,0.031,4.13,0.90,0.25,41.35,0.03,30.29,6.84,63.99,7.10,6.9,4.71,7.82,689.3,157,,,,,nd,63.40,105.67,46.01,4.71,6.65,24.80,,,,5.60,3.13,2.14,,,,,,,,,,,,3.68,,Thames_PP_03,16/12/2014,67,380,53,1794,24,14,0,10,207,10,58,,,,,,,
TC3,05/01/15,Cherwell at Hampton Poyle,5,1,15,10:25,10:30,Higher flow. Near bank top.,5.3,7.83,3138,51.38,144,156,325,,0.078,3.83,3.15,0.28,37.63,0.07,31.01,7.00,50.32,8.01,7.1,6.70,8,589.7,127,,,,,216.41,53.84,88.23,249.19,4.13,5.55,21.73,,,,5.28,3.19,2.79,,,,,,,,,,,,8.55,,Thames_PP_03,06/01/2015,149,476,202,2328,72,19,10,34,539,10,58,,,,,,,
TC3,12/01/15,Cherwell at Hampton Poyle,12,1,15,10:30,10:30,,7.4,7.96,3608,13.47,144,157,207,,0.060,3.62,1.10,0.24,39.57,0.10,30.23,6.83,58.47,8.07,6.9,4.64,7.74,667.1,165,,,,,nd,62.26,102.69,80.84,4.07,6.39,23.49,,,,5.10,3.41,3.24,,,,,,,,,,,,5.09,,Thames_PP_03,13/01/2015,149,337,72,1453,19,29,0,19,221,14,43,,,,,,,
TC3,19/01/15,Cherwell at Hampton Poyle,19,1,15,11:10,11:15,All higher after rain.,3.3,7.88,3358,27.20,100,121,180,,0.065,3.99,1.17,0.25,30.65,0.14,33.17,7.49,47.54,8.46,7.5,5.54,7.68,578.6,135,,,,,nd,50.55,91.00,338.79,3.92,5.46,17.15,,,,5.98,4.50,3.66,,,,,,,,,,,,10.5,,Thames_PP_03,20/01/2015,96,231,91,1226,14,24,10,24,250,0,19,,,,,,,
TC3,26/01/15,Cherwell at Hampton Poyle,26,1,15,10:30,10:30,,5.8,8,4088,8.51,99,97,120 ,,0.041,3.61,0.90,0.26,44.06,0.04,35.92,8.11,57.86,9.11,8.1,3.29,7.71,690.2,164,,,,,nd,53.13,105.48,32.09,3.87,5.94,25.05,,,,5.78,2.86,2.00,,,,,,,,,,,,5.55,,Thames_PP_03,28/01/2015,130,144,67,866,10,14,0,34,72,10,0,,,,,,,
TC3,02/02/15,Cherwell at Hampton Poyle,2,2,15,10:25,10:30,,3.1,7.94,4060,9.02,113,115,157,,0.042,3.50,1.18,0.23,71.85,0.07,35.60,8.04,60.30,9.30,8.1,3.82,7.78,826.5,140,,,,,nd,55.50,101.53,30.42,4.17,6.16,41.04,,,,6.20,4.65,3.30,,,,,,,,,,,,5.38,,Thames_PP_03,04/02/2015,164,303,24,1616,19,29,0,43,130,5,14,,,,,,,
TC3,09/02/15,Cherwell at Hampton Poyle,9,2,15,10:50,10:45,,3.9,8.15,4881,4.85,108,114,117,,0.028,3.48,1.36,0.25,41.00,0.10,34.67,7.83,62.45,9.23,7.8,2.85,7.86,722.6,130,,,,,nd,55.93,109.13,16.81,3.96,6.18,24.00,,,,9.41,3.76,0.85,,,,,,,,,,,,3.75,,Thames_PP_03,10/02/2015,226,231,14,1707,10,10,0,10,130,0,10,,,,,,,
TC3,16/02/15,Cherwell at Hampton Poyle,16,2,2015,10:10,10:15,Heavy rain all day,6.5,8.05,4347,6.35,158,175 ,204 ,,0.037,3.34,1.38,0.21,84.81,0.41,33.96,7.67,65.26,8.23,7.7,3.90,7.74,866.1,152,,,,,nd,60.91,112.11,18.09,4.52,6.40,51.50,,,,7.54,4.52,3.83,,,,,,,,,,,,4.1,,Thames_PP_03,17/02/2015,394,491,106,2631,43,10,10,24,72,0,24,,,,,,,
TC3,23/02/15,Cherwell at Hampton Poyle,23,2,15,10:15,10:15,High/turbid after rain,4.8,7.94,3569,30.89,93,90,185,,0.042,3.29,3.47,0.24,40.57,0.32,30.09,6.79,56.60,6.93,6.8,4.88,7.96,635.3,201,,,,,nd,50.70,95.24,166.16,3.70,5.72,22.97,,,,6.03,3.20,2.71,,,,,,,,,,,,8.69,,Thames_PP_03,25/02/2015,803,688,221,2568,38,19,5,19,317,0,24,,,,,,,
TC3,02/03/15,Cherwell at Hampton Poyle,2,3,15,10:10,10:15,,6.8,7.94,3860,12.28,84,85,132,,0.030,3.16,2.89,0.22,44.87,0.06,31.20,7.05,57.77,7.99,7.1,3.88,7.83,676.8,143,,,,,nd,57.45,102.93,55.97,3.91,6.11,26.02,,,,5.25,2.75,2.45,,,,,,,,,,,,5.69,,Thames_PP_03,04/03/2015,1130,789,202,2405,19,63,10,10,130,0,43,,,,,,,
TC3,09/03/15,Cherwell at Hampton Poyle,9,3,15,10:10,10:15,,7.8,8.09,4223,6.29,77,71,100,,0.038,2.65,3.37,0.24,40.67,0.00,32.54,7.35,61.80,8.64,7.4,3.13,7.86,694.2,145,,,,,nd,56.37,108.95,14.76,4.07,6.37,23.51,,,,5.95,2.90,2.02,,,,,,,,,,,,3.78,,Thames_PP_03,11/03/2015,1909,1299,250,4786,38,87,5,19,125,5,87,,,,,,,
TC3,16/03/15,Cherwell at Hampton Poyle,16,3,15,10:00,10:00,,7.1,7.94,4057,7.19,89,81,105,,0.069,2.48,11.59,0.23,52.46,0.07,32.23,7.28,62.06,8.10,7.3,3.17,7.77,722.2,149,,,,,nd,57.02,106.60,22.77,4.17,6.37,29.29,,,,6.40,3.63,0.76,,,,,,,,,,,,3.5,,Thames_PP_03,17/03/2015,4425,2511,356,6407,168,48,14,19,149,0,212,,,,,,,
TC3,23/03/15,Cherwell at Hampton Poyle,23,3,15,10:35,10:30,pH readings high?,8.2,8.1,4386,6.40,107,96,132,,0.025,1.85,11.16,0.22,44.22,0.04,31.21,7.05,68.32,8.11,7.1,3.19,8.26,727.8,187,,,,,nd,62.37,111.33,10.26,4.73,6.71,27.14,,,,6.43,3.60,2.22,,,,,,,,,,,,2.95,,Thames_PP_03,24/03/2015,7075,3559,346,6238,149,173,24,10,154,0,308,,,,,,,
TC3,30/03/15,Cherwell at Hampton Poyle,30,3,15,10:25,10:30,,8.6,8.12,4115,9.26,68,68,111,,0.017,1.30,55.39,0.21,47.09,0.05,26.42,5.97,62.36,6.88,6.0,2.44,8.21,715.6,90,,,,,nd,59.05,106.33,19.66,4.33,6.54,28.29,,,,4.83,2.97,1.19,,,,,,,,,,,,3.24,,Thames_PP_03,31/03/2015,20624,3809,577,5815,293,96,10,14,298,0,471,,,,,,,
TC3,07/04/15,Cherwell at Hampton Poyle,7,4,15,11:15,11:15,,10.8,8.05,3826,12.24,90,83,144,,0.040,2.01,32.56,0.22,41.05,0.04,26.61,6.01,63.96,6.56,6.0,4.39,7.93,647.9,85,,,,,nd,64.68,100.10,30.23,4.54,6.46,23.74,,,,4.55,4.03,5.43,,,,,,,,,,,,3.41,,Thames_PP_03,08/04/2015,12077,7450,2660,7157,414,144,14,67,3198,24,515,,,,,,,
TC3,13/04/15,Cherwell at Hampton Poyle,13,4,15,10:10,10:15,,11,8.25,4138,18.44,44,53,134,,0.049,0.53,118.92,0.23,48.88,0.00,24.68,5.57,67.29,5.60,5.6,5.33,8.05,704.3,116,,,,,nd,67.33,106.21,14.11,4.56,7.01,28.46,,,,4.09,2.80,2.49,,,,,,,,,,,,2.57,,Thames_PP_03,14/04/2015,34183,16825,4261,10173,587,183,34,139,6031,67,649,,,,,,,
TC3,20/04/15,Cherwell at Hampton Poyle,20,4,15,10:15,10:15,Turbid river,11.3,8,3790,38.68,7,41,194,,0.047,0.01,253.29,0.19,51.55,0.00,23.35,5.27,70.97,5.90,5.3,3.73,7.99,697.4,54,,,,,nd,76.48,99.55,52.62,5.07,7.40,30.06,,,,6.02,3.35,2.32,,,,,,,,,,,,2.21,,Thames_PP_03,21/04/2015,47684,7335,3059,5219,1409,452,72,236,3973,38,582,,,,,,,
TC3,27/04/15,Cherwell at Hampton Poyle,27,4,15,10:00,10:00,,12.1,8,3706,37.67,22,34,220,,0.027,0.02,226.40,0.21,49.77,0.03,22.79,5.15,68.35,5.72,5.2,4.35,8.13,691.8,47,,,,,nd,73.11,97.93,13.37,5.00,7.19,31.31,,,,3.58,2.53,4.15,,,,,,,,,,,,2.03,,Thames_PP_03,28/04/2015,47766,10288,1332,5474,919,265,29,106,4108,96,635,,,,,,,
TC3,05/05/15,Cherwell at Hampton Poyle,5,5,15,10:10,10:15,,13.1,8.2,2449,30.86,72,65,257,,0.030,0.40,126.15,0.21,55.56,0.22,26.75,6.04,66.96,6.83,6.1,4.27,7.94,743.1,82,,,,,nd,67.81,101.27,14.60,5.42,6.84,34.72,,,,3.09,4.12,2.71,,,,,,,,,,,,2.68,,Thames_PP_03,06/05/2015,42042,8513,1967,5911,794,236,53,139,3184,130,341,,,,,,,
TC3,11/05/15,Cherwell at Hampton Poyle,11,5,15,10:05,10:00,,14.2,8.03,3630,28.88,89,83,241,,0.034,0.67,138.62,0.19,49.62,0.23,20.45,4.62,64.93,5.13,4.6,4.50,8.02,693.6,71,,,,,nd,68.67,100.58,15.25,5.07,6.55,31.42,,,,4.51,2.66,4.40,,,,,,,,,,,,1.77,,Thames_PP_03,12/05/2015,40989,13799,1727,10909,765,231,38,139,3444,125,423,,,,,,,
TC3,18/05/15,Cherwell at Hampton Poyle,18,5,15,10:05,10:00,,13.6,7.83,4034,23.66,149,168,299,,0.018,1.11,88.94,0.22,60.67,0.02,27.04,6.11,69.06,6.96,6.1,4.83,8.12,756.3,179,,,,,nd,73.65,101.47,13.88,5.88,7.58,37.60,,,,4.92,3.14,2.40,,,,,,,,,,,,1.68,,Thames_PP_03,19/05/2015,21567,9393,1087,11664,664,260,43,178,2054,38,620,,,,,,,
TC3,26/05/15,Cherwell at Hampton Poyle,26,5,15,10:10,10:15,,14.9,7.9,3605,30.12,107,91,245,,0.037,1.51,89.67,0.19,53.95,0.17,20.97,4.74,70.44,5.15,4.8,4.12,7.82,719.6,72,,,,,,74.91,103.09,13.29,5.38,7.51,32.67,,,,5.74,2.80,3.35,,,,,,,,,,,,1.41,,Thames_PP_03,27/05/2015,28820,17892,1568,18571,683,394,67,212,2833,120,438,,,,,,,
TC3,01/06/15,Cherwell at Hampton Poyle,1,6,15,10:10,10:15,Cloudy,13.7,8.13,4038,32.11,71,75,256,,0.026,1.27,111.22,0.20,57.75,0.00,20.65,4.66,70.66,5.28,4.7,5.59,8.06,745.8,85,,,,,,73.10,104.35,13.16,5.61,8.11,36.49,,,,4.48,2.19,2.14,,,,,,,,,,,,1.48,,,,,,,,,,,,,,,,,,,,,
TC3,08/06/15,Cherwell at Hampton Poyle,8,6,15,10:10,10:15,Cloudy,15.5,8.09,4240,49.69,38,44,331,,0.042,1.03,221.10,0.22,57.01,0.14,16.19,3.66,69.99,4.00,3.7,5.65,8.13,724.1,81,,,,,,84.22,99.93,15.37,5.60,8.05,36.19,,,,4.17,2.33,4.58,,,,,,,,,,,,1.11,,Thames_PP_03,09/06/2015,63571,11010,1015,15319,1308,346,43,269,5146,63,529,,,,,,,
TC3,15/06/15,Cherwell at Hampton Poyle,15,6,15,10:00,10:00,,16.9,7.98,4040,46.12,57,76,328,,0.036,1.20,185.00,0.20,61.15,0.02,22.92,5.17,70.45,6.11,5.2,5.51,7.89,757.3,43,,,,,,78.97,99.63,12.85,6.07,8.39,39.77,,,,5.76,2.61,4.12,,,,,,,,,,,,1.34,,Thames_PP_03,16/06/2015,41451,6474,972,11183,1010,183,34,260,2261,63,245,,,,,,,
TC3,22/06/15,Cherwell at Hampton Poyle,22,6,15,10:15,10:15,,16.5,7.79,4161,24.87,104,116,319,,0.045,2.12,71.78,0.20,60.51,0.04,20.05,4.53,67.46,5.37,4.6,5.81,7.68,761.5,129,,,,,,83.60,98.54,19.35,6.21,8.21,39.97,,,,6.34,3.23,2.21,,,,,,,,,,,,1.11,,Thames_PP_03,23/06/2015,21216,9004,1467,18830,789,370,29,313,3708,96,625,,,,,,,
TC3,29/06/15,Cherwell at Hampton Poyle,29,6,15,10:15,10:15,,17.2,7.84,4075,25.33,136,137,242,,0.067,3.00,24.24,0.23,64.83,0.02,18.56,4.19,89.04,5.10,4.2,6.50,7.81,805.8,70,,,,,,84.48,106.36,15.67,7.09,8.71,43.41,,,,10.52,4.55,3.84,,,,,,,,,,,,0.918,,Thames_PP_03,30/06/2015,8427,11904,1986,35616,1707,317,53,159,6190,183,515,,,,,,,
TC3,06/07/15,Cherwell at Hampton Poyle,6,7,15,10:15,10:15,,18.3,7.85,4592,25.89,159,184,300,,0.058,3.71,21.70,0.23,70.87,0.04,19.41,4.38,82.47,5.12,4.4,6.40,7.6,852.9,115,,,,,9.98,91.07,109.08,15.69,7.39,9.56,48.76,,,,10.60,2.95,2.30,,,,,,,,,,,,0.838,,Thames_PP_03,07/07/2015,5695,21529,4011,115507,938,284,24,861,25069,202,664,,,,,,,
TC3,13/07/15,Cherwell at Hampton Poyle,13,7,15,9:56,10:00,,18.5,7.98,4160,26.96,76,154,268,,0.000,3.70,30.93,0.22,62.68,0.06,16.51,3.73,92.21,4.19,3.73,7.25,7.61,805.1,174,,,,,11.60,95.41,107.95,19.01,7.69,8.82,41.77,,,,7.24,4.01,2.88,,,,,,,,,,,,0.785,,Thames_PP_03,14/07/2015,12707,26112,6190,87788,1342,327,77,1448,54759,332,3564,,,,,,,
TC3,20/07/15,Cherwell at Hampton Poyle,20,7,15,10:20,10:15,,18.3,7.88,4104,42.6,169,185,335,,0.063,4.03,28.18,0.21,73.66,0.00,20.50,4.63,94.89,4.90,4.68,6.57,7.61,889.1,82,,,,,11.45,138.72,113.83,18.63,8.92,9.56,52.50,,,,9.09,5.75,3.85,,,,,,,,,,,,0.707,,Thames_PP_03,21/07/2015,10389,19561,2756,65244,1592,390,63,630,22505,298,1640,,,,,,,
TC3,27/07/15,Cherwell at Hampton Poyle,27,7,15,10:30,10:30,,16.4,7.98,4092,26.1,181,194,326,,0.063,3.63,22.84,0.20,66.99,0.00,17.78,4.02,81.63,4.45,4.06,5.54,7.65,825.4,128,,,,,15.00,91.46,106.57,27.04,8.14,9.51,48.84,,,,5.52,3.62,3.32,,,,,,,,,,,,1.29,,Thames_PP_03,28/07/2015,9571,18546,3497,56159,616,832,183,673,28964,260,308,,,,,,,
TC3,03/08/15,Cherwell at Hampton Poyle,3,8,15,9:50,9:45,,17.8,7.79,4050,26.45,155,177,286,,0.058,3.43,31.53,0.20,57.78,0.00,13.96,3.15,95.23,3.84,3.20,5.40,7.62,714.6,153,,,,,10.95,91.56,103.23,19.80,7.90,8.72,42.79,,,,5.66,4.79,3.21,,,,,,,,,,,,0.74,,Thames_PP_03,04/08/2015,11375,16560,250,71161,808,120,67,1491,27613,226,563,,,,,,,
TC3,10/08/15,Cherwell at Hampton Poyle,10,8,15,10:30,10:30,,18.7,7.9,4560,26.45,147,173,280,,0.044,3.13,23.06,0.22,71.16,0.03,17.29,3.90,80.79,4.53,3.94,5.67,7.59,899.8,153,,,,,21.89,104.73,110.84,36.47,8.04,9.68,50.04,,,,7.22,3.38,5.50,,,,,,,,,,,,0.623,,Thames_PP_03,10/08/2015,8244,18166,341,133178,827,101,77,981,63782,380,1202,,,,,,,
TC3,17/08/15,Cherwell at Hampton Poyle,17,8,15,10:10,10:15,,17.2,7.84,4586,27.81,186,228,349,,0.082,3.34,15.25,0.21,88.35,0.00,20.71,4.68,74.96,5.18,4.74,5.56,7.59,874.8,142,,,,,52.18,91.66,105.93,81.75,8.46,9.59,56.09,,,,7.63,4.94,1.20,,,,,,,,,,,,0.962,,Thames_PP_03,18/08/2015,5498,13424,135,75537,664,72,29,1693,36949,293,1409,,,,,,,
TC3,24/08/15,Cherwell at Hampton Poyle,24,8,15,10:10,10:15,,17.5,7.83,4239,30.94,189,238,286,,0.073,3.70,10.29,0.22,67.29,0.00,15.43,3.49,80.96,3.63,3.54,6.75,7.53,776.9,154,,,,,24.28,93.21,100.19,27.79,7.79,8.45,44.66,,,,6.81,3.61,5.42,,,,,,,,,,,,0.721,,Thames_PP_03,26/08/2015,3295,11135,188,62046,467,144,58,1289,33856,308,2491,,,,,,,
TC3,01/09/15,Cherwell at Hampton Poyle,1,9,15,9:40,9:45,,16.4,7.82,3870,27.97,264,309,443,,0.079,4.05,12.39,0.21,80.41,0.03,18.32,4.14,69.59,3.92,4.20,5.84,7.49,798.2,136,,,,,15.13,91.93,92.41,27.03,8.27,8.72,53.87,,,,6.30,3.89,3.87,,,,,,,,,,,,1.2,,Thames_PP_03,02/09/2015,3198,9600,149,34712,385,82,19,1015,18354,293,1361,,,,,,,
TC3,07/09/15,Cherwell at Hampton Poyle,7,9,15,10:15,10:15,,14.8,7.75,3870,23.34,257,300,379,,0.036,3.87,6.94,0.20,67.77,0.00,20.73,4.68,63.89,4.84,4.71,5.42,7.7,747.1,93,,,,,26.35,80.04,89.58,46.59,7.64,7.70,47.25,,,,7.15,2.96,4.22,,,,,,,,,,,,0.854,,Thames_PP_03,10/09/2015,2169,7157,67,35645,322,48,34,847,14737,106,601,,,,,,,
TC3,14/09/15,Cherwell at Hampton Poyle,14,9,15,10:10,10:15,,15.2,7.85,4351,25.34,239,258,386,,0.036,4.01,9.01,0.20,70.12,0.00,25.83,5.83,73.79,6.01,5.86,4.83,7.64,825.2,151,,,,,22.58,85.69,105.50,22.30,7.87,8.64,49.28,,,,7.18,3.14,4.29,,,,,,,,,,,,0.732,,Thames_PP_03,15/09/2015,1977,8215,72,61315,317,106,10,707,13823,38,996,,,,,,,
TC3,21/09/15,Cherwell at Hampton Poyle,21,9,15,10:15,10:15,,14.9,7.84,4033,18.24,302,344,435,,0.037,4.01,4.48,0.21,85.62,0.00,27.96,6.31,74.38,6.98,6.34,5.45,7.59,913.8,138,,,,,17.99,86.41,97.09,33.65,9.32,8.37,58.36,,,,6.33,2.71,2.08,,,,,,,,,,,,0.971,,Thames_PP_03,22/09/2015,1587,5320,43,26535,168,77,19,712,9081,58,293,,,,,,,
TC3,28/09/15,Cherwell at Hampton Poyle,28,9,15,10:10,10:15,,13.3,7.82,3819,21.11,287,352,425,,0.038,3.88,3.15,0.21,66.59,0.00,24.82,5.60,79.11,5.91,5.63,5.87,7.56,773.5,136,,,,,21.56,85.76,93.65,36.72,8.14,7.77,46.99,,,,6.64,3.11,1.79,,,,,,,,,,,,0.732,,Thames_PP_03,29/09/2015,1029,5094,58,28921,144,48,14,601,8600,43,240,,,,,,,
TC3,05/10/15,Cherwell at Hampton Poyle,5,10,15,10:15,10:15,,13.7,7.77,4294,18.72,261,303,374,,0.002,3.83,3.74,0.19,73.10,0.00,27.65,6.24,77.10,6.96,6.24,4.57,7.59,822.5,146,,,,,15.76,86.21,105.50,24.33,7.72,8.46,46.54,,,,6.09,3.87,1.60,,,,,,,,,,,,0.769,,Thames_PP_03,06/10/2015,697,4021,87,38848,87,14,10,452,7676,14,481,,,,,,,
TC3,12/10/15,Cherwell at Hampton Poyle,12,10,15,10:15,10:15,,12.0,7.84,3548,16.58,312,334,407,,0.038,3.94,3.63,0.19,56.63,0.05,21.41,4.84,63.57,4.89,4.86,5.60,7.56,706.7,111,,,,,15.85,79.09,89.90,32.01,7.70,7.14,38.56,,,,5.85,3.39,4.77,,,,,,,,,,,,0.991,,Thames_PP_03,13/10/2015,592,2131,38,11717,135,34,0,346,2328,19,120,,,,,,,
TC3,19/10/15,Cherwell at Hampton Poyle,19,10,15,10:30,10:30,,12,7.89,3816,12.8,275,303,342,,0.036,4.05,1.97,0.21,63.49,0.00,25.18,5.68,93.46,6.35,5.71,4.79,7.81,815.2,186,,,,,26.26,87.87,109.59,28.19,8.16,8.13,41.28,,,,6.65,3.68,4.39,,,,,,,,,,,,0.88,,Thames_PP_03,20/10/2015,303,1727,29,12573,67,24,5,327,2131,14,154,,,,,,,
TC3,26/10/15,Cherwell at Hampton Poyle,26,10,15,10:00,10:00,,11.1,7.85,4290,10.82,442,459,486,,0.041,4.17,1.58,0.22,82.54,0.04,35.88,8.10,85.66,7.81,8.13,3.62,7.53,888,136,,,,,23.02,89.31,107.43,56.63,10.03,9.25,55.92,,,,6.65,5.41,8.86,,,,,,,,,,,,1.05,,Thames_PP_03,27/10/2015,317,1616,10,8032,58,19,0,231,948,14,250,,,,,,,
TC3,02/11/15,Cherwell at Hampton Poyle,2,11,15,10:15,10:15,,12.1,7.88,4116,11.47,357,388,440,,0.023,4.29,2.02,0.22,72.37,0.12,27.02,6.10,89.97,6.37,6.12,5.08,7.63,846.8,150,,,,,13.62,91.15,110.47,36.69,9.00,8.73,47.17,,,,5.86,3.96,3.79,,,,,,,,,,,,1.3,,Thames_PP_03,04/11/2015,279,1496,19,6565,77,14,5,192,899,29,154,,,,,,,
TC3,09/11/15,Cherwell at Hampton Poyle,9,11,15,10:30,10:30, Higher after rain,13.6,7.8,4115,34.54,345,383,504,,0.033,4.71,2.77,0.17,28.44,0.65,26.11,5.90,45.25,6.53,5.92,5.69,7.59,767.6,152,,,,,31.48,83.86,98.27,70.36,8.71,7.47,40.31,,,,5.71,3.88,3.67,,,,,,,,,,,,3.6,,Thames_PP_03,11/11/2015,327,1404,101,4593,173,63,24,548,1255,34,48,,,,,,,
TC3,16/11/15,Cherwell at Hampton Poyle,16,11,2015,10:05,10:00,,12.4,7.93,4371,11.67,204,200,261,,0.035,4.76,0.93,0.24,55.69,0.00,24.61,5.56,82.31,5.88,5.58,5.75,7.88,787.6,194,,,,,26.67,84.29,114.07,42.88,7.03,7.89,35.01,,,,6.11,2.29,5.08,,,,,,,,,,,,1.61,,Thames_PP_03,17/11/2015,144,774,5,3285,58,14,0,144,433,0,58,,,,,,,
TC3,23/11/15,Cherwell at Hampton Poyle,23,11,15,10:25,10:30,,7.4,7.9,4402,11.83,225,262,292,,0.028,4.57,1.59,0.25,50.98,0.00,26.56,6.00,72.16,6.28,6.02,4.15,7.92,750.2,119,,,,,57.61,83.64,105.83,80.65,6.38,7.47,32.05,,,,6.00,3.03,0.85,,,,,,,,,,,,2.05,,Thames_PP_03,24/11/2015,164,630,14,2934,53,14,10,164,837,14,87,,,,,,,
TC3,30/11/15,Cherwell at Hampton Poyle,30,11,15,10:10,10:15,Higher after rain,10,7.96,4325,10.55,200,195,245,,0.036,4.43,1.35,0.24,53.79,0.00,25.74,5.81,72.97,6.07,5.84,4.88,7.65,752,182,,,,,24.04,77.43,108.99,50.81,6.03,7.47,34.03,,,,5.47,3.50,2.23,,,,,,,,,,,,2.79,,Thames_PP_03,01/12/2015,91,596,5,2814,43,34,10,154,505,10,96,,,,,,,
